🇨🇳丨分享中國,#genre#
CCTV-10,http://43.251.226.110:8880/play/20.m3u8
CCTV-11,http://43.251.226.110:8880/play/21.m3u8
CCTV-12,http://43.251.226.110:8880/play/22.m3u8
CCTV-13,http://43.251.226.110:8880/play/23.m3u8
CCTV-14,http://43.251.226.110:8880/play/24.m3u8
CCTV-14,http://43.251.226.110:8880/play/25.m3u8
CCTV-15,http://43.251.226.110:8880/play/26.m3u8
CCTV-15,http://43.251.226.110:8880/play/27.m3u8
CCTV-16,http://43.251.226.110:8880/play/28.m3u8
CCTV-16,http://43.251.226.110:8880/play/29.m3u8
CCTV-17,http://43.251.226.110:8880/play/30.m3u8
CCTV-17,http://43.251.226.110:8880/play/31.m3u8
CGTN英语,http://43.251.226.110:8880/play/32.m3u8
CGTN记录,http://43.251.226.110:8880/play/33.m3u8
CGTN俄语,http://43.251.226.110:8880/play/34.m3u8
CGTN法语,http://43.251.226.110:8880/play/35.m3u8
三沙卫视,http://43.251.226.110:8880/play/36.m3u8
东南卫视,http://43.251.226.110:8880/play/37.m3u8
东南卫视,http://43.251.226.110:8880/play/38.m3u8
东方卫视,http://43.251.226.110:8880/play/39.m3u8
东方卫视,http://43.251.226.110:8880/play/40.m3u8
云南卫视,http://43.251.226.110:8880/play/41.m3u8
北京卫视,http://43.251.226.110:8880/play/42.m3u8
吉林卫视,http://43.251.226.110:8880/play/43.m3u8
四川卫视,http://43.251.226.110:8880/play/44.m3u8
天津卫视,http://43.251.226.110:8880/play/45.m3u8
天津卫视,http://43.251.226.110:8880/play/46.m3u8
安徽卫视,http://43.251.226.110:8880/play/47.m3u8
山东卫视,http://43.251.226.110:8880/play/48.m3u8
山东卫视,http://43.251.226.110:8880/play/49.m3u8
广西卫视,http://43.251.226.110:8880/play/50.m3u8
江苏卫视,http://43.251.226.110:8880/play/51.m3u8
江苏卫视,http://43.251.226.110:8880/play/52.m3u8
江西卫视,http://43.251.226.110:8880/play/53.m3u8
河北卫视,http://43.251.226.110:8880/play/54.m3u8
河南卫视,http://43.251.226.110:8880/play/55.m3u8
浙江卫视,http://43.251.226.110:8880/play/56.m3u8
海南卫视,http://43.251.226.110:8880/play/57.m3u8
深圳卫视,http://43.251.226.110:8880/play/58.m3u8
深圳卫视,http://43.251.226.110:8880/play/59.m3u8
湖北卫视,http://43.251.226.110:8880/play/60.m3u8
湖北卫视,http://43.251.226.110:8880/play/61.m3u8
湖南卫视,http://43.251.226.110:8880/play/62.m3u8
湖南卫视,http://43.251.226.110:8880/play/63.m3u8
甘肃卫视,http://43.251.226.110:8880/play/64.m3u8
西藏卫视,http://43.251.226.110:8880/play/65.m3u8
辽宁卫视,http://43.251.226.110:8880/play/66.m3u8
辽宁卫视,http://43.251.226.110:8880/play/67.m3u8
重庆卫视,http://43.251.226.110:8880/play/68.m3u8
重庆卫视,http://43.251.226.110:8880/play/69.m3u8
陕西卫视,http://43.251.226.110:8880/play/70.m3u8
陕西卫视,http://43.251.226.110:8880/play/71.m3u8
青海卫视,http://43.251.226.110:8880/play/72.m3u8
浙江卫视4K,http://43.251.226.110:8880/play/73.m3u8
湖南卫视4K,http://43.251.226.110:8880/play/74.m3u8
CHC动作电影,http://43.251.226.110:8880/play/75.m3u8
CHC家庭影院,http://43.251.226.110:8880/play/76.m3u8
CCTV-1,http://43.251.226.110:8880/play/77.m3u8
CCTV-2,http://43.251.226.110:8880/play/78.m3u8
CCTV-3,http://43.251.226.110:8880/play/79.m3u8
CCTV-4,http://43.251.226.110:8880/play/80.m3u8
CCTV-5,http://43.251.226.110:8880/play/81.m3u8
CCTV-5+,http://43.251.226.110:8880/play/82.m3u8
CCTV-6,http://43.251.226.110:8880/play/83.m3u8
CCTV-7,http://43.251.226.110:8880/play/84.m3u8
CCTV-8,http://43.251.226.110:8880/play/85.m3u8
CCTV-9,http://43.251.226.110:8880/play/86.m3u8
CCTV-10,http://43.251.226.110:8880/play/87.m3u8
CCTV-11,http://43.251.226.110:8880/play/88.m3u8
CCTV-12,http://43.251.226.110:8880/play/89.m3u8
CCTV-14,http://43.251.226.110:8880/play/90.m3u8
CCTV-15,http://43.251.226.110:8880/play/91.m3u8
CCTV-17,http://43.251.226.110:8880/play/92.m3u8
CCTV1,http://43.251.226.110:8880/play/93.m3u8
CCTV2,http://43.251.226.110:8880/play/94.m3u8
CCTV3,http://43.251.226.110:8880/play/95.m3u8
CCTV4,http://43.251.226.110:8880/play/96.m3u8
CCTV5,http://43.251.226.110:8880/play/97.m3u8
CCTV5+,http://43.251.226.110:8880/play/98.m3u8
CCTV6,http://43.251.226.110:8880/play/99.m3u8
CCTV7,http://43.251.226.110:8880/play/100.m3u8
CCTV8,http://43.251.226.110:8880/play/101.m3u8
CCTV9,http://43.251.226.110:8880/play/102.m3u8
CCTV10,http://43.251.226.110:8880/play/103.m3u8
CCTV11,http://43.251.226.110:8880/play/104.m3u8
CCTV12,http://43.251.226.110:8880/play/105.m3u8
CCTV13,http://43.251.226.110:8880/play/106.m3u8
CCTV14,http://43.251.226.110:8880/play/107.m3u8
CCTV15,http://43.251.226.110:8880/play/108.m3u8
CCTV17,http://43.251.226.110:8880/play/109.m3u8
CCTV4欧洲,http://43.251.226.110:8880/play/110.m3u8
CCTV4美洲,http://43.251.226.110:8880/play/111.m3u8
赛事最经典,http://43.251.226.110:8880/play/112.m3u8
体坛名栏汇,http://43.251.226.110:8880/play/113.m3u8
四海钓鱼,http://43.251.226.110:8880/play/114.m3u8
陕西体育,http://43.251.226.110:8880/play/115.m3u8
辽宁体育,http://43.251.226.110:8880/play/116.m3u8
东方卫视,http://43.251.226.110:8880/play/117.m3u8
江苏卫视,http://43.251.226.110:8880/play/118.m3u8
广东卫视,http://43.251.226.110:8880/play/119.m3u8
北京卫视,http://43.251.226.110:8880/play/120.m3u8
辽宁卫视,http://43.251.226.110:8880/play/121.m3u8
河北卫视,http://43.251.226.110:8880/play/122.m3u8
江西卫视,http://43.251.226.110:8880/play/123.m3u8
陕西卫视,http://43.251.226.110:8880/play/124.m3u8
湖北卫视,http://43.251.226.110:8880/play/125.m3u8
农林卫视,http://43.251.226.110:8880/play/126.m3u8
兵团卫视,http://43.251.226.110:8880/play/127.m3u8
上海新闻综合,http://43.251.226.110:8880/play/128.m3u8
上视东方影视,http://43.251.226.110:8880/play/129.m3u8
公共新闻频道,http://43.251.226.110:8880/play/130.m3u8
盐城新闻综合,http://43.251.226.110:8880/play/131.m3u8
江阴新闻综合,http://43.251.226.110:8880/play/132.m3u8
南通新闻综合,http://43.251.226.110:8880/play/133.m3u8
宜兴新闻综合,http://43.251.226.110:8880/play/134.m3u8
溧水新闻综合,http://43.251.226.110:8880/play/135.m3u8
陕西银龄频道,http://43.251.226.110:8880/play/136.m3u8
陕西都市青春频道,http://43.251.226.110:8880/play/137.m3u8
陕西秦腔频道,http://43.251.226.110:8880/play/138.m3u8
陕西新闻资讯频道,http://43.251.226.110:8880/play/139.m3u8
财富天下,http://43.251.226.110:8880/play/140.m3u8
辽宁公共频道,http://43.251.226.110:8880/play/141.m3u8
辽宁生活频道,http://43.251.226.110:8880/play/142.m3u8
辽宁影视剧频道,http://43.251.226.110:8880/play/143.m3u8
宁夏文旅频道,http://43.251.226.110:8880/play/144.m3u8
宁夏经济频道,http://43.251.226.110:8880/play/145.m3u8
经典香港电影,http://43.251.226.110:8880/play/146.m3u8
抗战经典影片,http://43.251.226.110:8880/play/147.m3u8
新片放映厅,http://43.251.226.110:8880/play/148.m3u8
CHC影迷电影,http://43.251.226.110:8880/play/149.m3u8
CHC动作电影,http://43.251.226.110:8880/play/150.m3u8
CHC家庭影院,http://43.251.226.110:8880/play/151.m3u8
和美乡途轮播台,http://43.251.226.110:8880/play/152.m3u8
最强综艺趴,http://43.251.226.110:8880/play/153.m3u8
CCTV1,http://43.251.226.110:8880/play/154.m3u8
CCTV2,http://43.251.226.110:8880/play/155.m3u8
CCTV3,http://43.251.226.110:8880/play/156.m3u8
CCTV4,http://43.251.226.110:8880/play/157.m3u8
CCTV5,http://43.251.226.110:8880/play/158.m3u8
CCTV5+,http://43.251.226.110:8880/play/159.m3u8
CCTV6,http://43.251.226.110:8880/play/160.m3u8
CCTV7,http://43.251.226.110:8880/play/161.m3u8
CCTV8,http://43.251.226.110:8880/play/162.m3u8
CCTV9,http://43.251.226.110:8880/play/163.m3u8
CCTV10,http://43.251.226.110:8880/play/164.m3u8
CCTV11,http://43.251.226.110:8880/play/165.m3u8
CCTV12,http://43.251.226.110:8880/play/166.m3u8
CCTV13,http://43.251.226.110:8880/play/167.m3u8
CCTV14,http://43.251.226.110:8880/play/168.m3u8
CCTV15,http://43.251.226.110:8880/play/169.m3u8
CCTV17,http://43.251.226.110:8880/play/170.m3u8
CCTV4欧洲,http://43.251.226.110:8880/play/171.m3u8
CCTV4美洲,http://43.251.226.110:8880/play/172.m3u8
赛事最经典,http://43.251.226.110:8880/play/173.m3u8
体坛名栏汇,http://43.251.226.110:8880/play/174.m3u8
四海钓鱼,http://43.251.226.110:8880/play/175.m3u8
陕西体育,http://43.251.226.110:8880/play/176.m3u8
辽宁体育,http://43.251.226.110:8880/play/177.m3u8
东方卫视,http://43.251.226.110:8880/play/178.m3u8
江苏卫视,http://43.251.226.110:8880/play/179.m3u8
广东卫视,http://43.251.226.110:8880/play/180.m3u8
北京卫视,http://43.251.226.110:8880/play/181.m3u8
辽宁卫视,http://43.251.226.110:8880/play/182.m3u8
河北卫视,http://43.251.226.110:8880/play/183.m3u8
江西卫视,http://43.251.226.110:8880/play/184.m3u8
陕西卫视,http://43.251.226.110:8880/play/185.m3u8
湖北卫视,http://43.251.226.110:8880/play/186.m3u8
农林卫视,http://43.251.226.110:8880/play/187.m3u8
兵团卫视,http://43.251.226.110:8880/play/188.m3u8
上海新闻综合,http://43.251.226.110:8880/play/189.m3u8
上视东方影视,http://43.251.226.110:8880/play/190.m3u8
公共新闻频道,http://43.251.226.110:8880/play/191.m3u8
盐城新闻综合,http://43.251.226.110:8880/play/192.m3u8
江阴新闻综合,http://43.251.226.110:8880/play/193.m3u8
南通新闻综合,http://43.251.226.110:8880/play/194.m3u8
宜兴新闻综合,http://43.251.226.110:8880/play/195.m3u8
溧水新闻综合,http://43.251.226.110:8880/play/196.m3u8
陕西银龄频道,http://43.251.226.110:8880/play/197.m3u8
陕西都市青春频道,http://43.251.226.110:8880/play/198.m3u8
陕西秦腔频道,http://43.251.226.110:8880/play/199.m3u8
陕西新闻资讯频道,http://43.251.226.110:8880/play/200.m3u8
财富天下,http://43.251.226.110:8880/play/201.m3u8
辽宁公共频道,http://43.251.226.110:8880/play/202.m3u8
辽宁生活频道,http://43.251.226.110:8880/play/203.m3u8
辽宁影视剧频道,http://43.251.226.110:8880/play/204.m3u8
宁夏文旅频道,http://43.251.226.110:8880/play/205.m3u8
宁夏经济频道,http://43.251.226.110:8880/play/206.m3u8
经典香港电影,http://43.251.226.110:8880/play/207.m3u8
抗战经典影片,http://43.251.226.110:8880/play/208.m3u8
新片放映厅,http://43.251.226.110:8880/play/209.m3u8
CHC影迷电影,http://43.251.226.110:8880/play/210.m3u8
CHC动作电影,http://43.251.226.110:8880/play/211.m3u8
CHC家庭影院,http://43.251.226.110:8880/play/212.m3u8
和美乡途轮播台,http://43.251.226.110:8880/play/213.m3u8
最强综艺趴,http://43.251.226.110:8880/play/214.m3u8

💝分享央视频,#genre#
CCTV-1HD,http://38.75.136.137:98/gslb/dsdqpub/cctv1hd.m3u8?auth=testpub
CCTV-2HD,http://38.75.136.137:98/gslb/dsdqpub/cctv2hd.m3u8?auth=testpub
CCTV-3HD,http://38.75.136.137:98/gslb/dsdqpub/cctv3hd.m3u8?auth=testpub
CCTV-4HD,http://38.75.136.137:98/gslb/dsdqpub/cctv4hd.m3u8?auth=testpub
CCTV-5HD,http://38.75.136.137:98/gslb/dsdqpub/cctv5hd.m3u8?auth=testpub
CCTV-5+HD,http://38.75.136.137:98/gslb/dsdqpub/cctv5p.m3u8?auth=testpub
CCTV-6HD,http://38.75.136.137:98/gslb/dsdqpub/cctv6hd.m3u8?auth=testpub
CCTV-7HD,http://38.75.136.137:98/gslb/dsdqpub/cctv7hd.m3u8?auth=testpub
CCTV-8HD,http://38.75.136.137:98/gslb/dsdqpub/cctv8hd.m3u8?auth=testpub
CCTV-9HD,http://38.75.136.137:98/gslb/dsdqpub/cctv9hd.m3u8?auth=testpub
CCTV-10HD,http://38.75.136.137:98/gslb/dsdqpub/cctv10hd.m3u8?auth=testpub
CCTV-11HD,http://38.75.136.137:98/gslb/dsdqpub/cctv11hd.m3u8?auth=testpub
CCTV-12HD,http://38.75.136.137:98/gslb/dsdqpub/cctv12hd.m3u8?auth=testpub
CCTV-13HD,http://38.75.136.137:98/gslb/dsdqpub/cctv13hd.m3u8?auth=testpub
CCTV-14HD,http://38.75.136.137:98/gslb/dsdqpub/cctv14hd.m3u8?auth=testpub
CCTV-15HD,http://38.75.136.137:98/gslb/dsdqpub/cctv15hd.m3u8?auth=testpub
CCTV-16HD,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
CCTV-17HD,http://38.75.136.137:98/gslb/dsdqpub/cctv17hd.m3u8?auth=testpub
CCTV-4K超高清,http://38.75.136.137:98/gslb/dsdqpub/cctv4k.m3u8?auth=testpub
CCTV-8K超高清,http://38.75.136.137:98/gslb/dsdqpub/cctv8k.m3u8?auth=testpub
中国教育1HD,http://38.75.136.137:98/gslb/dsdqpub/cetv1hd.m3u8?auth=testpub
中国教育2,http://38.75.136.137:98/gslb/dsdqpub/cetv2.m3u8?auth=testpub
中国教育3,http://38.75.136.137:98/gslb/dsdqpub/cetv3.m3u8?auth=testpub
中国教育4,http://38.75.136.137:98/gslb/dsdqpub/cetv4.m3u8?auth=testpub
早期教育,http://38.75.136.137:98/gslb/dsdqpub/zqjy.m3u8?auth=testpub
CHC动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub
CHC影迷电影,http://38.75.136.137:98/gslb/dsdqpub/chchd.m3u8?auth=testpub
CHC家庭影院,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub
重温经典,http://38.75.136.137:98/gslb/dsdqpub/cwjd.m3u8?auth=testpub
CCTV-电视指南,http://38.75.136.137:98/gslb/dsdqpub/dszn.m3u8?auth=testpub
CCTV-第一剧场,http://38.75.136.137:98/gslb/dsdqpub/dyjc.m3u8?auth=testpub
CCTV-风云剧场,http://38.75.136.137:98/gslb/dsdqpub/fyjc.m3u8?auth=testpub
CCTV-风云音乐,http://38.75.136.137:98/gslb/dsdqpub/fyyy.m3u8?auth=testpub
CCTV-风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub
CCTV-高尔夫网球,http://38.75.136.137:98/gslb/dsdqpub/gefwq.m3u8?auth=testpub
CCTV-兵器科技,http://38.75.136.137:98/gslb/dsdqpub/gfjs.m3u8?auth=testpub
CCTV-女性时尚,http://38.75.136.137:98/gslb/dsdqpub/nxss.m3u8?auth=testpub
CCTV-世界地理,http://38.75.136.137:98/gslb/dsdqpub/sjdl.m3u8?auth=testpub
CCTV-怀旧剧场,http://38.75.136.137:98/gslb/dsdqpub/hjjc.m3u8?auth=testpub
CCTV-央视台球,http://38.75.136.137:98/gslb/dsdqpub/ystq.m3u8?auth=testpub
中央新影-老故事,http://38.75.136.137:98/gslb/dsdqpub/lgs.m3u8?auth=testpub
中央新影-发现之旅,http://38.75.136.137:98/gslb/dsdqpub/fxzl.m3u8?auth=testpub
国学频道,http://38.75.136.137:98/gslb/dsdqpub/gxpd.m3u8?auth=testpub
天元围棋,http://38.75.136.137:98/gslb/dsdqpub/gztywq.m3u8?auth=testpub
优漫卡通,http://38.75.136.137:98/gslb/dsdqpub/ymkt.m3u8?auth=testpub
北京纪实科教,http://38.75.136.137:98/gslb/dsdqpub/btv3.m3u8?auth=testpub
北京卡酷少儿,http://38.75.136.137:98/gslb/dsdqpub/btvkk.m3u8?auth=testpub
安徽卫视HD,http://38.75.136.137:98/gslb/dsdqpub/ahwshd.m3u8?auth=testpub
北京卫视HD,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub
兵团卫视,http://38.75.136.137:98/gslb/dsdqpub/btws.m3u8?auth=testpub
重庆卫视HD,http://38.75.136.137:98/gslb/dsdqpub/cqwshd.m3u8?auth=testpub
重庆卫视HD,http://38.75.136.137:98/gslb/dsdqpub/cqwshd.m3u8?auth=testpub
大湾区卫视(国际版),http://38.75.136.137:98/gslb/dsdqpub/gdgj.m3u8?auth=testpub
东方卫视HD,http://38.75.136.137:98/gslb/dsdqpub/dfwshd.m3u8?auth=testpub
东南卫视HD,http://38.75.136.137:98/gslb/dsdqpub/dnwshd.m3u8?auth=testpub
广东卫视HD,http://38.75.136.137:98/gslb/dsdqpub/gdwshd.m3u8?auth=testpub
甘肃卫视HD,http://38.75.136.137:98/gslb/dsdqpub/gswshd.m3u8?auth=testpub
广西卫视HD,http://38.75.136.137:98/gslb/dsdqpub/gxwshd.m3u8?auth=testpub
贵州卫视HD,http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub
河南卫视HD,http://38.75.136.137:98/gslb/dsdqpub/hawshd.m3u8?auth=testpub
湖北卫视HD,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub
河北卫视HD,http://38.75.136.137:98/gslb/dsdqpub/hewshd.m3u8?auth=testpub
黑龙江卫视HD,http://38.75.136.137:98/gslb/dsdqpub/hljwshd.m3u8?auth=testpub
湖南卫视HD,http://38.75.136.137:98/gslb/dsdqpub/hnwshd.m3u8?auth=testpub
吉林卫视HD,http://38.75.136.137:98/gslb/dsdqpub/jlwshd.m3u8?auth=testpub
江苏卫视HD,http://38.75.136.137:98/gslb/dsdqpub/jswshd.m3u8?auth=testpub
江西卫视HD,http://38.75.136.137:98/gslb/dsdqpub/jxwshd.m3u8?auth=testpub
辽宁卫视HD,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub
大湾区卫视,http://38.75.136.137:98/gslb/dsdqpub/nfws.m3u8?auth=testpub
内蒙古卫视,http://38.75.136.137:98/gslb/dsdqpub/nmgws.m3u8?auth=testpub
宁夏卫视,http://38.75.136.137:98/gslb/dsdqpub/nxws.m3u8?auth=testpub
青海卫视,http://38.75.136.137:98/gslb/dsdqpub/qhws.m3u8?auth=testpub
四川卫视HD,http://38.75.136.137:98/gslb/dsdqpub/scwshd.m3u8?auth=testpub
山东卫视HD,http://38.75.136.137:98/gslb/dsdqpub/sdwshd.m3u8?auth=testpub
陕西卫视HD,http://38.75.136.137:98/gslb/dsdqpub/snwshd.m3u8?auth=testpub
三沙卫视,http://38.75.136.137:98/gslb/dsdqpub/ssws.m3u8?auth=testpub
山西卫视HD,http://38.75.136.137:98/gslb/dsdqpub/sxwshd.m3u8?auth=testpub
深圳卫视HD,http://38.75.136.137:98/gslb/dsdqpub/szwshd.m3u8?auth=testpub
天津卫视HD,http://38.75.136.137:98/gslb/dsdqpub/tjwshd.m3u8?auth=testpub
新疆卫视,http://38.75.136.137:98/gslb/dsdqpub/xjws.m3u8?auth=testpub
厦门卫视,http://38.75.136.137:98/gslb/dsdqpub/xmws.m3u8?auth=testpub
云南卫视HD,http://38.75.136.137:98/gslb/dsdqpub/ynwshd.m3u8?auth=testpub
浙江卫视HD,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
重庆文体娱乐,http://38.75.136.137:98/gslb/dsdqpub/cqyl.m3u8?auth=testpub
重庆社会与法,http://38.75.136.137:98/gslb/dsdqpub/cqds.m3u8?auth=testpub
重庆新农村,http://38.75.136.137:98/gslb/dsdqpub/cqgg.m3u8?auth=testpub
重庆重广融媒,http://38.75.136.137:98/gslb/dsdqpub/cqjc.m3u8?auth=testpub
重庆红叶,http://38.75.136.137:98/gslb/dsdqpub/cqkj.m3u8?auth=testpub
重庆汽摩,http://38.75.136.137:98/gslb/dsdqpub/cqqm.m3u8?auth=testpub
重庆少儿,http://38.75.136.137:98/gslb/dsdqpub/cqse.m3u8?auth=testpub
重庆红岩文化,http://38.75.136.137:98/gslb/dsdqpub/cqss.m3u8?auth=testpub
重庆新闻,http://38.75.136.137:98/gslb/dsdqpub/cqxw.m3u8?auth=testpub
重庆影视剧,http://38.75.136.137:98/gslb/dsdqpub/cqys.m3u8?auth=testpub
广东新闻,http://38.75.136.137:98/gslb/dsdqpub/gdxw.m3u8?auth=testpub
广东新闻,http://38.75.136.137:98/gslb/dsdqpub/gdxwa.m3u8?auth=testpub
广东移动,http://38.75.136.137:98/gslb/dsdqpub/gdyd.m3u8?auth=testpub
广东珠江,http://38.75.136.137:98/gslb/dsdqpub/gdzja.m3u8?auth=testpub
广东珠江,http://38.75.136.137:98/gslb/dsdqpub/gdzj.m3u8?auth=testpub
嘉佳卡通,http://38.75.136.137:98/gslb/dsdqpub/gdjjkt.m3u8?auth=testpub
岭南戏曲,http://38.75.136.137:98/gslb/dsdqpub/gdlnxq.m3u8?auth=testpub
广东4K超高清,http://38.75.136.137:98/gslb/dsdqpub/gdtvs3.m3u8?auth=testpub
广东少儿,http://38.75.136.137:98/gslb/dsdqpub/gdtvs5.m3u8?auth=testpub
广东体育,http://38.75.136.137:98/gslb/dsdqpub/gdty.m3u8?auth=testpub
广东民生,http://38.75.136.137:98/gslb/dsdqpub/gdgga.m3u8?auth=testpub
动漫秀场HD,http://38.75.136.137:98/gslb/dsdqpub/dmxchd.m3u8?auth=testpub
都市剧场HD,http://38.75.136.137:98/gslb/dsdqpub/dsjchd.m3u8?auth=testpub
第一财经HD,http://38.75.136.137:98/gslb/dsdqpub/dycjhd.m3u8?auth=testpub
欢笑剧场HD,http://38.75.136.137:98/gslb/dsdqpub/hxjchd.m3u8?auth=testpub
东方影视HD,http://38.75.136.137:98/gslb/dsdqpub/shdsjhd.m3u8?auth=testpub
生活时尚HD,http://38.75.136.137:98/gslb/dsdqpub/shsshd.m3u8?auth=testpub
上海新闻HD,http://38.75.136.137:98/gslb/dsdqpub/shxwhd.m3u8?auth=testpub
上海都市HD,http://38.75.136.137:98/gslb/dsdqpub/shylhd.m3u8?auth=testpub
五星体育HD,http://38.75.136.137:98/gslb/dsdqpub/wxtyhd.m3u8?auth=testpub
哈哈炫动HD,http://38.75.136.137:98/gslb/dsdqpub/xdkthd.m3u8?auth=testpub
广西都市,http://38.75.136.137:98/gslb/dsdqpub/gxds.m3u8?auth=testpub
广西国际,http://38.75.136.137:98/gslb/dsdqpub/gxgj.m3u8?auth=testpub
广西新闻,http://38.75.136.137:98/gslb/dsdqpub/gxxw.m3u8?auth=testpub
广西移动,http://38.75.136.137:98/gslb/dsdqpub/gxyd.m3u8?auth=testpub
广西影视,http://38.75.136.137:98/gslb/dsdqpub/gxys.m3u8?auth=testpub
广西综艺旅游,http://38.75.136.137:98/gslb/dsdqpub/gxzy.m3u8?auth=testpub
湖北经视,http://38.75.136.137:98/gslb/dsdqpub/hbjs.m3u8?auth=testpub
湖北教育,http://38.75.136.137:98/gslb/dsdqpub/hbjy.m3u8?auth=testpub
湖北垄上,http://38.75.136.137:98/gslb/dsdqpub/hbls.m3u8?auth=testpub
湖北生活,http://38.75.136.137:98/gslb/dsdqpub/hbty.m3u8?auth=testpub
湖北影视,http://38.75.136.137:98/gslb/dsdqpub/hbys.m3u8?auth=testpub
湖北综合,http://38.75.136.137:98/gslb/dsdqpub/hbzh.m3u8?auth=testpub
青岛新闻综合,http://38.75.136.137:98/gslb/dsdqpub/sdqdtv1.m3u8?auth=testpub
青岛生活服务,http://38.75.136.137:98/gslb/dsdqpub/sdqdtv2.m3u8?auth=testpub
青岛影视频道,http://38.75.136.137:98/gslb/dsdqpub/sdqdtv3.m3u8?auth=testpub
青岛休闲资讯,http://38.75.136.137:98/gslb/dsdqpub/sdqdtv4.m3u8?auth=testpub
青岛都市频道,http://38.75.136.137:98/gslb/dsdqpub/sdqdtv5.m3u8?auth=testpub
天津新闻,http://38.75.136.137:98/gslb/dsdqpub/tjtv1.m3u8?auth=testpub
天津文艺,http://38.75.136.137:98/gslb/dsdqpub/tjtv2.m3u8?auth=testpub
天津影视,http://38.75.136.137:98/gslb/dsdqpub/tjtv3.m3u8?auth=testpub
天津都市,http://38.75.136.137:98/gslb/dsdqpub/tjtv4.m3u8?auth=testpub
天津体育,http://38.75.136.137:98/gslb/dsdqpub/tjtv5.m3u8?auth=testpub
天津教育,http://38.75.136.137:98/gslb/dsdqpub/tjtv6.m3u8?auth=testpub
成龙电影,http://38.75.136.137:98/gslb/dsdqpub/lbcl.m3u8?auth=testpub
林正英影院,http://38.75.136.137:98/gslb/dsdqpub/lblzy.m3u8?auth=testpub
邵氏电影,http://38.75.136.137:98/gslb/dsdqpub/lbssdy.m3u8?auth=testpub
邵氏动作,http://38.75.136.137:98/gslb/dsdqpub/lbssdz.m3u8?auth=testpub
邵氏武侠,http://38.75.136.137:98/gslb/dsdqpub/lbsswx.m3u8?auth=testpub
邵氏喜剧,http://38.75.136.137:98/gslb/dsdqpub/lbssxj.m3u8?auth=testpub
